Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
523,9,Oct 25 2014,1:00 PM,Sat,Navy,41,,San Jose State,31,CBSSN,,
524,9,Oct 25 2014,12:00 PM,Sat,(16) Nebraska,42,,Rutgers,24,ESPN 2,,
525,9,Oct 25 2014,11:59 PM,Sat,Nevada,26,@,Hawaii,18,Oceanic Pay-Per-View,,
526,9,Oct 25 2014,12:30 PM,Sat,North Carolina,28,@,Virginia,27,ACC Network,,
527,9,Oct 25 2014,1:00 PM,Sat,Northern Illinois,28,@,Eastern Michigan,17,ESPN3.com,,
528,9,Oct 25 2014,8:00 PM,Sat,(13) Ohio State,31,@,Penn State,24,ABC,,
529,9,Oct 25 2014,12:00 PM,Sat,Rice,41,,North Texas,21,FSN MSG ROOT-PIT RM,,
530,9,Oct 25 2014,3:30 PM,Sat,Stanford,38,,Oregon State,14,ESPN 2,,
531,9,Oct 25 2014,3:30 PM,Sat,(10) Texas Christian,82,,Texas Tech,27,FOX,,
532,9,Oct 25 2014,7:00 PM,Sat,Texas State,22,@,Louisiana-Monroe,18,ESPN3.com,,
533,9,Oct 25 2014,7:00 PM,Sat,Texas-El Paso,34,@,Texas-San Antonio,0,Sinclair ASN CSN-BAY,,
534,9,Oct 25 2014,2:00 PM,Sat,Toledo,42,,Massachusetts,35,ESPN3.com BCSN ESPN GP,,
535,9,Oct 25 2014,2:00 PM,Sat,(25) UCLA,40,@,Colorado,37,Pac-12 Network,,
536,9,Oct 25 2014,10:00 PM,Sat,(19) Utah,24,,(20) Southern California,21,FS1,,
537,9,Oct 25 2014,4:00 PM,Sat,Utah State,34,,Nevada-Las Vegas,20,ESPNews,,
538,9,Oct 25 2014,3:30 PM,Sat,(22) West Virginia,34,@,Oklahoma State,10,ESPN,,
539,9,Oct 25 2014,4:00 PM,Sat,Western Kentucky,66,,Old Dominion,51,CUSA Digital,,
540,9,Oct 25 2014,2:00 PM,Sat,Western Michigan,42,,Ohio,21,ESPN3.com,,
541,9,Oct 25 2014,12:00 PM,Sat,Wisconsin,52,,Maryland,7,Big Ten Network,,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
542,10,Oct 30 2014,7:30 PM,Thu,(2) Florida State,42,@,Louisville,31,ESPN,,
543,10,Oct 30 2014,7:30 PM,Thu,Georgia Southern,42,,Troy,10,ESPN U,,
544,10,Oct 31 2014,8:00 PM,Fri,Cincinnati,38,@,Tulane,14,ESPN 2,,
545,10,Oct 31 2014,8:02 PM,Fri,Memphis,40,,Tulsa,20,ESPN U,,
546,10,Nov 1 2014,11:30 AM,Sat,Air Force,23,@,Army,6,CBS,,
547,10,Nov 1 2014,7:00 PM,Sat,Alabama-Birmingham,31,@,Florida Atlantic,28,Sinclair,,
548,10,Nov 1 2014,3:30 PM,Sat,Appalachian State,44,,Georgia State,0,ESPN3.com,,
549,10,Nov 1 2014,11:00 PM,Sat,(15) Arizona State,19,,(18) Utah,16,FS1,,
550,10,Nov 1 2014,5:00 PM,Sat,Arkansas State,44,@,Idaho,28,ESPN3.com,,
551,10,Nov 1 2014,7:00 PM,Sat,(4) Auburn,35,@,(7) Mississippi,31,ESPN,,
552,10,Nov 1 2014,4:00 PM,Sat,(12) Baylor,60,,Kansas,14,FS1,,
553,10,Nov 1 2014,12:30 PM,Sat,Boston College,33,@,Virginia Tech,31,ACC Network,,
554,10,Nov 1 2014,3:30 PM,Sat,Brigham Young,27,@,Middle Tennessee State,7,CBSSN,,
555,10,Nov 1 2014,10:30 PM,Sat,California,45,@,Oregon State,31,Pac-12 Network,,
556,10,Nov 1 2014,1:00 PM,Sat,Central Michigan,38,@,Eastern Michigan,7,ESPN3.com,,
557,10,Nov 1 2014,7:00 PM,Sat,Colorado State,38,@,San Jose State,31,CBSSN,,
558,10,Nov 1 2014,12:00 PM,Sat,Connecticut,37,,Central Florida,29,CBSSN,,
559,10,Nov 1 2014,12:00 PM,Sat,(24) Duke,51,@,Pittsburgh,48,ESPN U,,
560,10,Nov 1 2014,3:30 PM,Sat,Florida,38,,(9) Georgia,20,CBS,EverBank Field - Jacksonville FL,
561,10,Nov 1 2014,3:30 PM,Sat,Georgia Tech,35,,Virginia,10,ESPN U,,
562,10,Nov 1 2014,4:00 PM,Sat,Houston,27,@,South Florida,3,ESPNews,,
563,10,Nov 1 2014,12:00 PM,Sat,Iowa,48,,Northwestern,7,Big Ten Network,,
564,10,Nov 1 2014,8:00 PM,Sat,(11) Kansas State,48,,Oklahoma State,14,ABC,,
565,10,Nov 1 2014,3:00 PM,Sat,Louisiana Tech,59,,Western Kentucky,10,FSN-W AZ SW MW DET,,
566,10,Nov 1 2014,5:00 PM,Sat,Louisiana-Lafayette,19,,South Alabama,9,ESPN3.com,,
567,10,Nov 1 2014,12:00 PM,Sat,Maryland,20,@,Penn State,19,ESPN 2,,
568,10,Nov 1 2014,12:30 PM,Sat,Miami (FL),47,,North Carolina,20,ACC Network,,
569,10,Nov 1 2014,3:30 PM,Sat,Michigan,34,,Indiana,10,Big Ten Network,,
570,10,Nov 1 2014,7:15 PM,Sat,(1) Mississippi State,17,,Arkansas,10,ESPN 2,,
571,10,Nov 1 2014,4:00 PM,Sat,Missouri,20,,Kentucky,10,SEC Network,,
572,10,Nov 1 2014,3:30 PM,Sat,(17) Nebraska,35,,Purdue,14,ABC (ESPN 2 mirror),,
573,10,Nov 1 2014,10:30 PM,Sat,Nevada,30,,San Diego State,14,CBSSN,,
574,10,Nov 1 2014,5:30 PM,Sat,New Mexico,31,@,Nevada-Las Vegas,28,ROOT-RM NW,,
575,10,Nov 1 2014,3:00 PM,Sat,North Carolina State,24,@,Syracuse,17,RSN FSN-S FL SD,,
576,10,Nov 1 2014,8:00 PM,Sat,(6) Notre Dame,49,,Navy,39,CBS,FedEx Field - Landover MD,
577,10,Nov 1 2014,8:00 PM,Sat,(13) Ohio State,55,,Illinois,14,ABC ESPN3.com,,
578,10,Nov 1 2014,12:00 PM,Sat,(19) Oklahoma,59,@,Iowa State,14,FS1,,
579,10,Nov 1 2014,7:30 PM,Sat,(5) Oregon,45,,Stanford,16,FOX,,
580,10,Nov 1 2014,12:00 PM,Sat,Rice,31,@,Florida International,17,American Sports Network,,
581,10,Nov 1 2014,4:30 PM,Sat,Southern California,44,@,Washington State,17,Pac-12 Network,,
582,10,Nov 1 2014,12:00 PM,Sat,Temple,20,,(21) East Carolina,10,ESPNews,,
583,10,Nov 1 2014,7:30 PM,Sat,Tennessee,45,@,South Carolina,42,SEC Network,,
584,10,Nov 1 2014,7:30 PM,Sat,Texas,34,@,Texas Tech,13,FS1,,
585,10,Nov 1 2014,12:00 PM,Sat,Texas A&M,21,,Louisiana-Monroe,16,SEC Network,,
586,10,Nov 1 2014,3:30 PM,Sat,(10) Texas Christian,31,@,(20) West Virginia,30,ABC (ESPN 2 mirror),,
587,10,Nov 1 2014,4:00 PM,Sat,Texas State,37,@,New Mexico State,29,AggieTV ESPN3 Altitude,,
588,10,Nov 1 2014,8:00 PM,Sat,Texas-El Paso,35,,Southern Mississippi,14,FCS,,
589,10,Nov 1 2014,10:30 PM,Sat,(25) UCLA,17,,(14) Arizona,7,ESPN,,
590,10,Nov 1 2014,11:00 PM,Sat,Utah State,35,@,Hawaii,14,Oceanic Pay-per-view,,
591,10,Nov 1 2014,7:00 PM,Sat,Vanderbilt,42,,Old Dominion,28,ESPN U,,
592,10,Nov 1 2014,1:00 PM,Sat,Washington,38,@,Colorado,23,Pac-12 Network,,
593,10,Nov 1 2014,2:30 PM,Sat,Western Michigan,41,@,Miami (OH),10,ESPN3.com,,
594,10,Nov 1 2014,12:00 PM,Sat,Wisconsin,37,@,Rutgers,0,ESPN,,
595,10,Nov 1 2014,10:45 PM,Sat,Wyoming,45,@,Fresno State,17,ESPN 2,,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
596,11,Nov 4 2014,8:00 PM,Tue,Bowling Green State,27,@,Akron,10,ESPN 2,,
597,11,Nov 4 2014,8:00 PM,Tue,Toledo,30,@,Kent State,20,ESPN U,,
598,11,Nov 5 2014,8:00 PM,Wed,Northern Illinois,35,@,Ball State,21,ESPN 2,,
599,11,Nov 5 2014,8:00 PM,Wed,Ohio,37,,Buffalo,14,ESPN U,,
600,11,Nov 6 2014,7:30 PM,Thu,(19) Clemson,34,@,Wake Forest,20,ESPN,,
601,11,Nov 7 2014,7:30 PM,Fri,Memphis,16,@,Temple,13,ESPN U,,
602,11,Nov 7 2014,8:00 PM,Fri,Utah State,20,@,Wyoming,3,ESPN 2,,
603,11,Nov 8 2014,4:00 PM,Sat,Air Force,48,@,Nevada-Las Vegas,21,Mountain West Network,,
604,11,Nov 8 2014,8:00 PM,Sat,(4) Alabama,20,@,(14) Louisiana State,13,CBS,,
605,11,Nov 8 2014,3:30 PM,Sat,Appalachian State,31,,Louisiana-Monroe,29,ESPN3.com,,
606,11,Nov 8 2014,8:00 PM,Sat,(21) Arizona,38,,Colorado,20,Pac-12 Network,,
607,11,Nov 8 2014,3:30 PM,Sat,(11) Arizona State,55,,(8) Notre Dame,31,ABC,,
608,11,Nov 8 2014,3:00 PM,Sat,Arkansas State,45,,South Alabama,10,ESPN3.com,,
609,11,Nov 8 2014,3:30 PM,Sat,Army,35,,Connecticut,21,CBSSN,Yankee Stadium - Bronx NY,
610,11,Nov 8 2014,12:00 PM,Sat,(10) Baylor,48,@,(16) Oklahoma,14,FS1,,
611,11,Nov 8 2014,7:00 PM,Sat,Boise State,60,@,New Mexico,49,CBSSN,,
612,11,Nov 8 2014,7:00 PM,Sat,Colorado State,49,,Hawaii,22,ESPN U,,
613,11,Nov 8 2014,12:30 PM,Sat,(22) Duke,27,@,Syracuse,10,RSN MSG STO SunSports,,
614,11,Nov 8 2014,7:30 PM,Sat,Florida,34,@,Vanderbilt,10,SEC Network,,
615,11,Nov 8 2014,6:30 PM,Sat,(2) Florida State,34,,Virginia,20,ESPN,,
616,11,Nov 8 2014,10:30 PM,Sat,Fresno State,38,,San Jose State,24,CBSSN,,
617,11,Nov 8 2014,12:00 PM,Sat,(17) Georgia,63,@,Kentucky,31,ESPN,,
618,11,Nov 8 2014,4:00 PM,Sat,Georgia Southern,28,@,Texas State,25,ESPN3.com,,
619,11,Nov 8 2014,12:30 PM,Sat,Georgia Tech,56,@,North Carolina State,23,ACC Network,,
620,11,Nov 8 2014,3:30 PM,Sat,Kansas,34,,Iowa State,14,FSN-DET+ MSG+ MASN2,,
621,11,Nov 8 2014,12:00 PM,Sat,Louisiana Tech,40,@,Alabama-Birmingham,24,American Sports Network,,
622,11,Nov 8 2014,8:00 PM,Sat,Louisiana-Lafayette,44,@,New Mexico State,16,ESPN3.com FSN-AZ+,,
623,11,Nov 8 2014,7:15 PM,Sat,Louisville,38,@,Boston College,19,ESPN 2,,
624,11,Nov 8 2014,7:00 PM,Sat,(23) Marshall,63,@,Southern Mississippi,17,Sinclair ASN CSN-CHI,,
625,11,Nov 8 2014,3:30 PM,Sat,Michigan,10,@,Northwestern,9,ESPN 2,,
626,11,Nov 8 2014,12:00 PM,Sat,Minnesota,51,,Iowa,14,ESPN 2,,
627,11,Nov 8 2014,12:00 PM,Sat,(12) Mississippi,48,,Presbyterian,0,SEC Network,,
628,11,Nov 8 2014,4:00 PM,Sat,(1) Mississippi State,45,,Tennessee-Martin,16,SEC Network,,
629,11,Nov 8 2014,7:00 PM,Sat,North Texas,31,,Florida Atlantic,10,FCS,,
630,11,Nov 8 2014,8:00 PM,Sat,(13) Ohio State,49,@,(7) Michigan State,37,ABC,,
631,11,Nov 8 2014,3:30 PM,Sat,Old Dominion,38,,Florida International,35,ASN CSN-BAY,,
632,11,Nov 8 2014,10:00 PM,Sat,(5) Oregon,51,@,(20) Utah,27,ESPN,,
633,11,Nov 8 2014,12:00 PM,Sat,Penn State,13,@,Indiana,7,Big Ten Network,,
634,11,Nov 8 2014,12:00 PM,Sat,Rice,17,,Texas-San Antonio,7,FSN-OH DET MSG+ MASN2,,
635,11,Nov 8 2014,6:30 PM,Sat,San Diego State,35,,Idaho,21,ROOT-NW RM FSN-SD,,
636,11,Nov 8 2014,3:30 PM,Sat,Texas,33,,(24) West Virginia,16,FS1,,
637,11,Nov 8 2014,3:30 PM,Sat,Texas A&M,41,@,(3) Auburn,38,CBS,,
638,11,Nov 8 2014,7:30 PM,Sat,(6) Texas Christian,41,,(9) Kansas State,20,FOX,,
639,11,Nov 8 2014,3:00 PM,Sat,Troy,45,,Georgia State,21,ESPN3.com,,
640,11,Nov 8 2014,3:30 PM,Sat,Tulane,31,@,Houston,24,ESPN U,,
641,11,Nov 8 2014,12:00 PM,Sat,Tulsa,38,,Southern Methodist,28,CBSSN,,
642,11,Nov 8 2014,7:00 PM,Sat,(18) UCLA,44,@,Washington,30,FS1,,
643,11,Nov 8 2014,4:00 PM,Sat,Washington State,39,@,Oregon State,32,Pac-12 Network,,
644,11,Nov 8 2014,4:00 PM,Sat,Western Kentucky,35,,Texas-El Paso,27,WKUSports.tv,,
645,11,Nov 8 2014,12:00 PM,Sat,(25) Wisconsin,34,@,Purdue,16,ESPN U,,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
646,12,Nov 11 2014,8:00 PM,Tue,Buffalo,55,,Akron,24,ESPN U,,
647,12,Nov 11 2014,8:00 PM,Tue,Northern Illinois,27,,Toledo,24,ESPN 2,,
648,12,Nov 12 2014,8:00 PM,Wed,Bowling Green State,30,,Kent State,20,ESPN 2,,
649,12,Nov 12 2014,8:00 PM,Wed,Massachusetts,24,,Ball State,10,ESPN U,,
650,12,Nov 13 2014,7:00 PM,Thu,Cincinnati,54,,East Carolina,46,ESPN 2,Paul Brown Stadium - Cincinnati OH,
651,12,Nov 13 2014,9:00 PM,Thu,Southern California,38,,California,30,ESPN,,
652,12,Nov 13 2014,8:00 PM,Thu,Texas-San Antonio,12,,Southern Mississippi,10,CBSSN,,
653,12,Nov 14 2014,8:00 PM,Fri,Central Florida,31,,Tulsa,7,ESPN 2,,
654,12,Nov 15 2014,2:00 PM,Sat,Air Force,45,,Nevada,38,ROOT-RM,,
655,12,Nov 15 2014,3:30 PM,Sat,(4) Alabama,25,,(1) Mississippi State,20,CBS,,
656,12,Nov 15 2014,3:00 PM,Sat,Appalachian State,37,@,Arkansas State,32,ESPN3.com,,
657,12,Nov 15 2014,3:30 PM,Sat,(17) Arizona,27,,Washington,26,FOX,,
658,12,Nov 15 2014,8:00 PM,Sat,Arkansas,17,,(20) Louisiana State,0,ESPN 2,,
659,12,Nov 15 2014,10:15 PM,Sat,Boise State,38,,San Diego State,29,ESPN U,,
660,12,Nov 15 2014,7:00 PM,Sat,Brigham Young,42,,Nevada-Las Vegas,23,ESPN U,,
661,12,Nov 15 2014,1:00 PM,Sat,Central Michigan,34,,Miami (OH),27,ESPN3.com,,
662,12,Nov 15 2014,3:30 PM,Sat,Florida International,38,,Middle Tennessee State,28,ASN CSN-CHI (JIP),,
663,12,Nov 15 2014,8:00 PM,Sat,(2) Florida State,30,@,Miami (FL),26,ABC,,
664,12,Nov 15 2014,7:15 PM,Sat,(16) Georgia,34,,(9) Auburn,7,ESPN,,
665,12,Nov 15 2014,12:00 PM,Sat,(24) Georgia Tech,28,,(18) Clemson,6,ESPN,,
666,12,Nov 15 2014,4:30 PM,Sat,Hawaii,13,@,San Jose State,0,Oceanic PPV,,
667,12,Nov 15 2014,12:00 PM,Sat,Iowa,30,@,Illinois,14,Big Ten Network,,
668,12,Nov 15 2014,7:00 PM,Sat,Louisiana-Lafayette,34,@,Louisiana-Monroe,27,SBC Network ESPN3.com,,
669,12,Nov 15 2014,2:30 PM,Sat,(21) Marshall,41,,Rice,14,FSN MSG+ ROOT-PITT,,
670,12,Nov 15 2014,3:30 PM,Sat,Memphis,38,@,Tulane,7,ESPN U,,
671,12,Nov 15 2014,8:00 PM,Sat,(12) Michigan State,37,@,Maryland,15,Big Ten Network,,
672,12,Nov 15 2014,7:30 PM,Sat,Missouri,34,@,Texas A&M,27,SEC Network,,
673,12,Nov 15 2014,3:30 PM,Sat,Navy,52,,Georgia Southern,19,CBSSN,,
674,12,Nov 15 2014,12:30 PM,Sat,North Carolina,40,,Pittsburgh,35,ACC Network,,
675,12,Nov 15 2014,3:00 PM,Sat,North Carolina State,42,,Wake Forest,13,RSN SportsTime Ohio YES,,
676,12,Nov 15 2014,3:30 PM,Sat,Northwestern,43,@,(15) Notre Dame,40,NBC,,
677,12,Nov 15 2014,12:00 PM,Sat,(8) Ohio State,31,@,Minnesota,24,ABC,,
678,12,Nov 15 2014,3:30 PM,Sat,Oklahoma,42,@,Texas Tech,30,ESPN,,
679,12,Nov 15 2014,10:45 PM,Sat,Oregon State,35,,(7) Arizona State,27,ESPN,,
680,12,Nov 15 2014,12:00 PM,Sat,Penn State,30,,Temple,13,ESPN 2,,
681,12,Nov 15 2014,3:30 PM,Sat,Rutgers,45,,Indiana,23,Big Ten Network,,
682,12,Nov 15 2014,7:30 PM,Sat,South Alabama,24,,Texas State,20,ESPN3.com,,
683,12,Nov 15 2014,12:00 PM,Sat,South Carolina,23,@,Florida,20,SEC Network,,
684,12,Nov 15 2014,8:00 PM,Sat,South Florida,14,@,Southern Methodist,13,CBSSN,,
685,12,Nov 15 2014,4:00 PM,Sat,Tennessee,50,,Kentucky,16,SEC Network,,
686,12,Nov 15 2014,7:30 PM,Sat,Texas,28,@,Oklahoma State,7,FOX,,
687,12,Nov 15 2014,3:00 PM,Sat,(5) Texas Christian,34,@,Kansas,30,FS1,,
688,12,Nov 15 2014,10:00 PM,Sat,Texas-El Paso,35,,North Texas,17,FS1,,
689,12,Nov 15 2014,5:00 PM,Sat,Troy,34,@,Idaho,17,ESPN3.com,,
690,12,Nov 15 2014,6:00 PM,Sat,(25) Utah,20,@,Stanford,17,Pac-12 Network,,
691,12,Nov 15 2014,4:00 PM,Sat,Utah State,28,,New Mexico,21,ESPNews,,
692,12,Nov 15 2014,12:00 PM,Sat,Virginia Tech,17,@,(19) Duke,16,ESPN U,,
693,12,Nov 15 2014,12:00 PM,Sat,Western Kentucky,52,,Army,24,CBSSN,,
694,12,Nov 15 2014,2:00 PM,Sat,Western Michigan,51,,Eastern Michigan,7,ESPN3.com,,
695,12,Nov 15 2014,3:30 PM,Sat,(22) Wisconsin,59,,(11) Nebraska,24,ABC,,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
696,13,Nov 18 2014,7:00 PM,Tue,Akron,30,,Massachusetts,6,ESPN3.com,,
697,13,Nov 18 2014,8:00 PM,Tue,Northern Illinois,21,@,Ohio,14,ESPN U,,
698,13,Nov 19 2014,8:00 PM,Wed,Kent State,,@,Buffalo,,ESPN U,,
699,13,Nov 19 2014,8:00 PM,Wed,Toledo,27,,Bowling Green State,20,ESPN 2,,
700,13,Nov 20 2014,7:00 PM,Thu,(12) Kansas State,26,@,West Virginia,20,FS1,,
701,13,Nov 20 2014,7:30 PM,Thu,North Carolina,45,@,(25) Duke,20,ESPN,,
702,13,Nov 20 2014,9:30 PM,Thu,Texas State,45,,Arkansas State,27,ESPN U,,
703,13,Nov 21 2014,1:00 PM,Fri,Kent State,,@,Buffalo,,,,
704,13,Nov 21 2014,8:00 PM,Fri,Rice,31,,Texas-El Paso,13,FS1,,
705,13,Nov 21 2014,9:30 PM,Fri,San Diego State,30,,Air Force,14,CBSSN,,
706,13,Nov 21 2014,9:30 PM,Fri,Utah State,41,,San Jose State,7,ESPN 2,,
707,13,Nov 22 2014,4:00 PM,Sat,(2) Alabama,48,,Western Carolina,14,SEC Network,,
708,13,Nov 22 2014,2:00 PM,Sat,Appalachian State,35,@,Louisiana-Lafayette,16,ESPN3.com,,
709,13,Nov 22 2014,3:30 PM,Sat,(15) Arizona,42,@,(20) Utah,10,ESPN,,
710,13,Nov 22 2014,1:00 PM,Sat,(13) Arizona State,52,,Washington State,31,Pac-12 Network,,
711,13,Nov 22 2014,3:30 PM,Sat,Arkansas,30,,(8) Mississippi,0,CBS,,
712,13,Nov 22 2014,12:00 PM,Sat,Army,42,,Fordham,31,CBSSN,,
713,13,Nov 22 2014,7:00 PM,Sat,(16) Auburn,31,,Samford,7,ESPN U,,
714,13,Nov 22 2014,2:00 PM,Sat,Ball State,45,,Eastern Michigan,30,ESPN3.com,,
715,13,Nov 22 2014,7:30 PM,Sat,(6) Baylor,49,,Oklahoma State,28,FOX,,
716,13,Nov 22 2014,10:15 PM,Sat,Boise State,63,@,Wyoming,14,ESPN 2,,
717,13,Nov 22 2014,3:00 PM,Sat,Brigham Young,64,,Savannah State,0,BYUtv,,
718,13,Nov 22 2014,12:00 PM,Sat,Central Florida,53,,Southern Methodist,7,ESPNews,,
719,13,Nov 22 2014,8:00 PM,Sat,Cincinnati,41,@,Connecticut,0,CBSSN,,
720,13,Nov 22 2014,3:30 PM,Sat,Clemson,28,,Georgia State,0,RSN ESPN3.com CSN-BAL,,
721,13,Nov 22 2014,1:30 PM,Sat,(22) Colorado State,58,,New Mexico,20,ROOT-NW RM,,
722,13,Nov 22 2014,3:30 PM,Sat,East Carolina,34,,Tulane,6,ESPN3.com,,
723,13,Nov 22 2014,12:00 PM,Sat,Florida,52,,Eastern Kentucky,3,SEC Network,,
724,13,Nov 22 2014,3:30 PM,Sat,(1) Florida State,20,,Boston College,17,ABC (ESPN 2 mirror),,
725,13,Nov 22 2014,10:30 PM,Sat,Fresno State,40,@,Nevada,20,ESPN U,,
726,13,Nov 22 2014,12:00 PM,Sat,(9) Georgia,55,,Charleston Southern,9,SEC Network,,
727,13,Nov 22 2014,11:00 PM,Sat,Hawaii,37,,Nevada-Las Vegas,35,Mountain West Oceanic,,
728,13,Nov 22 2014,12:00 PM,Sat,Houston,38,,Tulsa,28,ESPN3.com,,
729,13,Nov 22 2014,12:00 PM,Sat,Illinois,16,,Penn State,14,ESPN 2,,
730,13,Nov 22 2014,4:00 PM,Sat,Louisiana-Monroe,30,@,New Mexico State,17,Altitude ESPN3.com,,
731,13,Nov 22 2014,3:30 PM,Sat,Louisville,31,@,Notre Dame,28,NBC,,
732,13,Nov 22 2014,12:00 PM,Sat,(18) Marshall,23,@,Alabama-Birmingham,18,American Sports Network,,
733,13,Nov 22 2014,3:30 PM,Sat,Maryland,23,@,Michigan,16,Big Ten Network,,
734,13,Nov 22 2014,4:00 PM,Sat,Memphis,31,,South Florida,20,ESPNews,,
735,13,Nov 22 2014,12:00 PM,Sat,(10) Michigan State,45,,Rutgers,3,Big Ten Network,,
736,13,Nov 22 2014,7:00 PM,Sat,Middle Tennessee State,35,,Florida Atlantic,34,ASN CSN-CHI,,
737,13,Nov 22 2014,12:00 PM,Sat,Minnesota,28,@,(21) Nebraska,24,ESPN,,
738,13,Nov 22 2014,7:30 PM,Sat,(4) Mississippi State,51,,Vanderbilt,0,SEC Network,,
739,13,Nov 22 2014,7:30 PM,Sat,(19) Missouri,29,@,Tennessee,21,ESPN,,
740,13,Nov 22 2014,3:30 PM,Sat,North Texas,17,,Florida International,14,American Sports Network,,
741,13,Nov 22 2014,12:00 PM,Sat,Northwestern,38,@,Purdue,14,ESPN U,,
742,13,Nov 22 2014,12:00 PM,Sat,(7) Ohio State,42,,Indiana,27,Big Ten Network,,
743,13,Nov 22 2014,12:00 PM,Sat,(23) Oklahoma,44,,Kansas,7,FS1,,
744,13,Nov 22 2014,1:00 PM,Sat,Old Dominion,30,,Louisiana Tech,27,FCS,,
745,13,Nov 22 2014,4:30 PM,Sat,(3) Oregon,44,,Colorado,10,Pac-12 Network,,
746,13,Nov 22 2014,3:30 PM,Sat,Pittsburgh,30,,Syracuse,7,ESPN U,,
747,13,Nov 22 2014,12:00 PM,Sat,South Carolina,37,,South Alabama,12,FSN,,
748,13,Nov 22 2014,4:00 PM,Sat,Stanford,38,@,California,17,FS1,,
749,13,Nov 22 2014,3:30 PM,Sat,Texas Tech,34,@,Iowa State,31,FSN,,
750,13,Nov 22 2014,8:00 PM,Sat,(11) UCLA,38,,(24) Southern California,20,ABC,,
751,13,Nov 22 2014,7:00 PM,Sat,Virginia,30,,Miami (FL),13,ESPN 2,,
752,13,Nov 22 2014,12:30 PM,Sat,Wake Forest,6,,Virginia Tech,3,ACC Network,,
753,13,Nov 22 2014,10:30 PM,Sat,Washington,37,,Oregon State,13,Pac-12 Network,,
754,13,Nov 22 2014,12:00 PM,Sat,Western Kentucky,45,,Texas-San Antonio,7,FSN MSG+,,
755,13,Nov 22 2014,1:00 PM,Sat,Western Michigan,32,@,Central Michigan,20,ESPN3.com,,
756,13,Nov 22 2014,3:30 PM,Sat,(14) Wisconsin,26,@,Iowa,24,ABC (ESPN 2 mirror),,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
757,14,Nov 25 2014,7:00 PM,Tue,Ohio,24,@,Miami (OH),21,ESPN 2,,
758,14,Nov 27 2014,7:30 PM,Thu,Louisiana State,23,@,Texas A&M,17,ESPN,,
759,14,Nov 27 2014,7:30 PM,Thu,(6) Texas Christian,48,@,Texas,10,FS1,,
760,14,Nov 28 2014,3:30 PM,Fri,Air Force,27,,(21) Colorado State,24,CBSSN,,
761,14,Nov 28 2014,3:30 PM,Fri,(12) Arizona,42,,(13) Arizona State,35,FOX,,
762,14,Nov 28 2014,1:00 PM,Fri,Ball State,41,@,Bowling Green State,24,ESPN3.com,,
763,14,Nov 28 2014,1:00 PM,Fri,Buffalo,41,@,Massachusetts,21,ESPN3.com,,
764,14,Nov 28 2014,12:00 PM,Fri,Central Florida,16,@,South Florida,0,ESPN 2,,
765,14,Nov 28 2014,8:30 PM,Fri,East Carolina,49,@,Tulsa,32,ESPN U,,
766,14,Nov 28 2014,12:00 PM,Fri,Houston,35,@,Southern Methodist,9,CBSSN,,
767,14,Nov 28 2014,1:00 PM,Fri,Kent State,27,,Akron,24,ESPN3.com,,
768,14,Nov 28 2014,2:30 PM,Fri,(17) Missouri,21,,Arkansas,14,CBS,,
769,14,Nov 28 2014,3:00 PM,Fri,Navy,42,@,South Alabama,40,ESPN3.com,,
770,14,Nov 28 2014,12:00 PM,Fri,Nebraska,37,@,Iowa,34,ABC,,
771,14,Nov 28 2014,11:00 AM,Fri,Northern Illinois,31,@,Western Michigan,21,ESPN U,,
772,14,Nov 28 2014,3:30 PM,Fri,Stanford,31,@,(9) UCLA,10,ABC,,
773,14,Nov 28 2014,1:00 PM,Fri,Toledo,52,@,Eastern Michigan,16,ESPN3.com,,
774,14,Nov 28 2014,8:00 PM,Fri,Virginia Tech,24,,Virginia,20,ESPN,,
775,14,Nov 28 2014,12:00 PM,Fri,Western Kentucky,67,@,(19) Marshall,66,FS1,,
776,14,Nov 29 2014,7:45 PM,Sat,(2) Alabama,55,,(15) Auburn,44,ESPN,,
777,14,Nov 29 2014,3:30 PM,Sat,Alabama-Birmingham,45,@,Southern Mississippi,24,ASN CSN-CA,,
778,14,Nov 29 2014,2:00 PM,Sat,Appalachian State,45,,Idaho,28,ESPN3.com,,
779,14,Nov 29 2014,3:00 PM,Sat,Arkansas State,68,,New Mexico State,35,ESPN3.com,,
780,14,Nov 29 2014,3:30 PM,Sat,(5) Baylor,48,,Texas Tech,46,ABC (ESPN 2 mirror),AT&T Stadium - Arlington TX,
781,14,Nov 29 2014,10:15 PM,Sat,(25) Boise State,50,,Utah State,19,ESPN 2,,
782,14,Nov 29 2014,12:30 PM,Sat,Boston College,28,,Syracuse,7,CSN YES STO FS-SD PT,,
783,14,Nov 29 2014,4:30 PM,Sat,Brigham Young,42,@,California,35,Pac-12 Network,,
